,system,latency,subset,ref,doc,level,metric,value,align
824,CUNI-KIT,low,nonn,intp,31_devil-chocolate,document,comet-da,-0.29785650968551636,one_seq
825,CUNI-KIT,low,nonn,intp,32_ck-remoa,document,comet-da,-0.6517422199249268,one_seq
826,CUNI-KIT,low,nonn,intp,33_logistic-servis,document,comet-da,-1.2784230709075928,one_seq
827,CUNI-KIT,low,nonn,intp,34_kol_action_accessoires,document,comet-da,-0.8452745676040649,one_seq
828,CUNI-KIT,low,nonn,intp,35_f-e-time-travel-agency,document,comet-da,-0.017917772755026817,one_seq
829,CUNI-KIT,low,nonn,intp,36_step-house,document,comet-da,-0.6209431886672974,one_seq
830,CUNI-KIT,low,nonn,intp,37_caspowalk,document,comet-da,-0.3992825150489807,one_seq
831,CUNI-KIT,low,nonn,intp,38_seta,document,comet-da,-0.4494798183441162,one_seq
832,CUNI-KIT,low,nonn,intp,39_total-regal,document,comet-da,-0.859857439994812,one_seq
833,CUNI-KIT,low,nonn,intp,austrian,document,comet-da,0.4407528340816498,one_seq
834,CUNI-KIT,low,nonn,intp,belgian,document,comet-da,-0.7862687706947327,one_seq
835,CUNI-KIT,low,nonn,intp,dutch,document,comet-da,-0.03517882153391838,one_seq
836,CUNI-KIT,low,nonn,intp,polish,document,comet-da,-0.16842108964920044,one_seq
837,CUNI-KIT,low,nonn,intp,romanian,document,comet-da,0.2346896529197693,one_seq
838,CUNI-KIT,low,nonn,intp,spanish,document,comet-da,0.0816347524523735,one_seq
839,FBK,medium,nat,ref,ted_37498,document,comet-da,0.04922071844339371,one_seq
840,FBK,medium,nat,ref,ted_39331,document,comet-da,0.5012618899345398,one_seq
841,FBK,medium,nat,ref,ted_42604,document,comet-da,0.5136800408363342,one_seq
842,FBK,medium,nat,ref,ted_45614,document,comet-da,0.29852429032325745,one_seq
843,FBK,medium,nat,ref,ted_45973,document,comet-da,0.421310156583786,one_seq
844,FBK,medium,nat,ref,ted_46528,document,comet-da,0.4786144495010376,one_seq
845,FBK,medium,nat,ref,ted_49440,document,comet-da,0.20725715160369873,one_seq
846,FBK,medium,nat,ref,ted_50853,document,comet-da,0.6199367642402649,one_seq
847,FBK,medium,nat,ref,ted_51101,document,comet-da,0.3828968405723572,one_seq
848,FBK,medium,nat,ref,ted_52268,document,comet-da,0.22206442058086395,one_seq
849,FBK,medium,nat,ref,ted_54706,document,comet-da,0.06059470772743225,one_seq
850,FBK,medium,nat,ref,ted_55061,document,comet-da,0.34823447465896606,one_seq
851,FBK,medium,nat,ref,ted_56901,document,comet-da,0.5645661354064941,one_seq
852,FBK,medium,nat,ref,ted_57418,document,comet-da,0.6970312595367432,one_seq
853,FBK,medium,nat,ref,ted_60872,document,comet-da,0.6123920679092407,one_seq
854,FBK,medium,nat,ref,ted_62628,document,comet-da,0.5274803042411804,one_seq
855,FBK,medium,nat,ref,ted_63920,document,comet-da,-0.04211161658167839,one_seq
856,HW-TSC,low,nonn,intp,03_botel-proti-proudu,document,bertscore.f1,0.707602,one_seq
857,HW-TSC,low,nonn,intp,04_g-t,document,bertscore.f1,0.703069,one_seq
858,HW-TSC,low,nonn,intp,05_i-dodge,document,bertscore.f1,0.667251,one_seq
859,HW-TSC,low,nonn,intp,06_masaze-petr-klic,document,bertscore.f1,0.669748,one_seq
860,HW-TSC,low,nonn,intp,07_bucherinsel-west,document,bertscore.f1,0.712058,one_seq
861,HW-TSC,low,nonn,intp,08_jizeran,document,bertscore.f1,0.722237,one_seq
862,HW-TSC,low,nonn,intp,09_il-gabbiano,document,bertscore.f1,0.677978,one_seq
863,HW-TSC,low,nonn,intp,10_magic-travel,document,bertscore.f1,0.67199,one_seq
864,HW-TSC,low,nonn,intp,11_trefa,document,bertscore.f1,0.699707,one_seq
865,HW-TSC,low,nonn,intp,12_fictionalcine,document,bertscore.f1,0.683264,one_seq
866,HW-TSC,low,nonn,intp,13_don-bosco-barcelona,document,bertscore.f1,0.708862,one_seq
867,HW-TSC,low,nonn,intp,14_llibres-i-revistes-edb,document,bertscore.f1,0.671231,one_seq
868,HW-TSC,low,nonn,intp,15_brnkni,document,bertscore.f1,0.704893,one_seq
869,HW-TSC,low,nonn,intp,16_develop-most,document,bertscore.f1,0.68842,one_seq
870,HW-TSC,low,nonn,intp,17_tf-smart-team,document,bertscore.f1,0.695064,one_seq
871,HW-TSC,low,nonn,intp,18_tf-magic-world,document,bertscore.f1,0.669373,one_seq
872,HW-TSC,low,nonn,intp,19_be-beauty,document,bertscore.f1,0.668299,one_seq
873,HW-TSC,low,nonn,intp,20_mela-e-piu,document,bertscore.f1,0.672016,one_seq
874,HW-TSC,low,nonn,intp,21_hat-cap,document,bertscore.f1,0.681978,one_seq
875,HW-TSC,low,nonn,intp,22_new-design-world,document,bertscore.f1,0.691789,one_seq
876,HW-TSC,low,nonn,intp,23_pillowdream,document,bertscore.f1,0.673462,one_seq
877,HW-TSC,low,nonn,intp,24_mole-g-p-technologies,document,bertscore.f1,0.678197,one_seq
878,HW-TSC,low,nonn,intp,25_folkstyle,document,bertscore.f1,0.712005,one_seq
879,HW-TSC,low,nonn,intp,26_tabacco-shop,document,bertscore.f1,0.74171,one_seq
880,HW-TSC,low,nonn,intp,27_f-e-international-tour,document,bertscore.f1,0.709695,one_seq
881,HW-TSC,low,nonn,intp,28_samanka,document,bertscore.f1,0.704627,one_seq
882,HW-TSC,low,nonn,intp,29_salon-n-g,document,bertscore.f1,0.671978,one_seq
883,HW-TSC,low,nonn,intp,30_appolonas,document,bertscore.f1,0.692552,one_seq
884,HW-TSC,low,nonn,intp,31_devil-chocolate,document,bertscore.f1,0.758037,one_seq
885,HW-TSC,low,nonn,intp,32_ck-remoa,document,bertscore.f1,0.682879,one_seq
886,HW-TSC,low,nonn,intp,33_logistic-servis,document,bertscore.f1,0.678774,one_seq
887,HW-TSC,low,nonn,intp,34_kol_action_accessoires,document,bertscore.f1,0.682427,one_seq
888,HW-TSC,low,nonn,intp,35_f-e-time-travel-agency,document,bertscore.f1,0.69048,one_seq
889,HW-TSC,low,nonn,intp,36_step-house,document,bertscore.f1,0.679425,one_seq
890,HW-TSC,low,nonn,intp,37_caspowalk,document,bertscore.f1,0.708581,one_seq
891,HW-TSC,low,nonn,intp,38_seta,document,bertscore.f1,0.697029,one_seq
892,HW-TSC,low,nonn,intp,39_total-regal,document,bertscore.f1,0.703586,one_seq
893,HW-TSC,low,nonn,intp,austrian,document,bertscore.f1,0.724634,one_seq
894,HW-TSC,low,nonn,intp,belgian,document,bertscore.f1,0.715865,one_seq
895,HW-TSC,low,nonn,intp,dutch,document,bertscore.f1,0.704041,one_seq
896,HW-TSC,low,nonn,intp,polish,document,bertscore.f1,0.729696,one_seq
897,HW-TSC,low,nonn,intp,romanian,document,bertscore.f1,0.726903,one_seq
898,HW-TSC,low,nonn,intp,spanish,document,bertscore.f1,0.711757,one_seq
899,NAIST,medium,nonn,ref,03_botel-proti-proudu,document,comet-da,-1.296743392944336,one_seq
900,NAIST,medium,nonn,ref,04_g-t,document,comet-da,-1.2868491411209106,one_seq
901,NAIST,medium,nonn,ref,05_i-dodge,document,comet-da,-1.6509754657745361,one_seq
902,NAIST,medium,nonn,ref,06_masaze-petr-klic,document,comet-da,-1.6250505447387695,one_seq
903,NAIST,medium,nonn,ref,07_bucherinsel-west,document,comet-da,-1.2765921354293823,one_seq
904,NAIST,medium,nonn,ref,08_jizeran,document,comet-da,-1.477273941040039,one_seq
905,NAIST,medium,nonn,ref,09_il-gabbiano,document,comet-da,-1.5905053615570068,one_seq
906,NAIST,medium,nonn,ref,10_magic-travel,document,comet-da,-1.3969563245773315,one_seq
907,NAIST,medium,nonn,ref,11_trefa,document,comet-da,-1.2252521514892578,one_seq
908,NAIST,medium,nonn,ref,12_fictionalcine,document,comet-da,-1.462622880935669,one_seq
909,NAIST,medium,nonn,ref,13_don-bosco-barcelona,document,comet-da,-1.4410462379455566,one_seq
910,NAIST,medium,nonn,ref,14_llibres-i-revistes-edb,document,comet-da,-2.177572727203369,one_seq
911,NAIST,medium,nonn,ref,15_brnkni,document,comet-da,-1.3641566038131714,one_seq
912,NAIST,medium,nonn,ref,16_develop-most,document,comet-da,-1.1999385356903076,one_seq
913,NAIST,medium,nonn,ref,17_tf-smart-team,document,comet-da,-1.257161259651184,one_seq
914,NAIST,medium,nonn,ref,18_tf-magic-world,document,comet-da,-1.1972600221633911,one_seq
915,NAIST,medium,nonn,ref,19_be-beauty,document,comet-da,-1.6227490901947021,one_seq
916,NAIST,medium,nonn,ref,20_mela-e-piu,document,comet-da,-1.6725664138793945,one_seq
917,NAIST,medium,nonn,ref,21_hat-cap,document,comet-da,-1.7442089319229126,one_seq
918,NAIST,medium,nonn,ref,22_new-design-world,document,comet-da,-1.5345364809036255,one_seq
919,NAIST,medium,nonn,ref,23_pillowdream,document,comet-da,-1.6714285612106323,one_seq
920,NAIST,medium,nonn,ref,24_mole-g-p-technologies,document,comet-da,-1.0712285041809082,one_seq
921,NAIST,medium,nonn,ref,25_folkstyle,document,comet-da,-1.6130386590957642,one_seq
922,NAIST,medium,nonn,ref,26_tabacco-shop,document,comet-da,-1.2624191045761108,one_seq
923,NAIST,medium,nonn,ref,27_f-e-international-tour,document,comet-da,-1.1984589099884033,one_seq
924,NAIST,medium,nonn,ref,28_samanka,document,comet-da,-1.2127444744110107,one_seq
925,NAIST,medium,nonn,ref,29_salon-n-g,document,comet-da,-1.0866408348083496,one_seq
926,NAIST,medium,nonn,ref,30_appolonas,document,comet-da,-1.5867135524749756,one_seq
927,NAIST,medium,nonn,ref,31_devil-chocolate,document,comet-da,-1.0818090438842773,one_seq
928,NAIST,medium,nonn,ref,32_ck-remoa,document,comet-da,-1.4232078790664673,one_seq
929,NAIST,medium,nonn,ref,33_logistic-servis,document,comet-da,-1.4622728824615479,one_seq
930,NAIST,medium,nonn,ref,34_kol_action_accessoires,document,comet-da,-1.2262225151062012,one_seq
931,NAIST,medium,nonn,ref,35_f-e-time-travel-agency,document,comet-da,-1.2302442789077759,one_seq
932,NAIST,medium,nonn,ref,36_step-house,document,comet-da,-1.3880605697631836,one_seq
933,NAIST,medium,nonn,ref,37_caspowalk,document,comet-da,-1.2710829973220825,one_seq
934,NAIST,medium,nonn,ref,38_seta,document,comet-da,-0.9093574285507202,one_seq
935,NAIST,medium,nonn,ref,39_total-regal,document,comet-da,-1.2269567251205444,one_seq
936,NAIST,medium,nonn,ref,austrian,document,comet-da,-1.1643319129943848,one_seq
937,NAIST,medium,nonn,ref,belgian,document,comet-da,-0.9523806571960449,one_seq
938,NAIST,medium,nonn,ref,dutch,document,comet-da,-1.4314311742782593,one_seq
939,NAIST,medium,nonn,ref,polish,document,comet-da,-1.5194487571716309,one_seq
940,NAIST,medium,nonn,ref,romanian,document,comet-da,-1.039905071258545,one_seq
941,NAIST,medium,nonn,ref,spanish,document,comet-da,-1.3179292678833008,one_seq
942,NAIST,high,nat,intp,ted_37498,document,comet-da,-0.10216029733419418,one_seq
943,NAIST,high,nat,intp,ted_39331,document,comet-da,0.10495541244745255,one_seq
944,NAIST,high,nat,intp,ted_42604,document,comet-da,0.1185157522559166,one_seq
945,NAIST,high,nat,intp,ted_45614,document,comet-da,0.022982502356171608,one_seq
946,NAIST,high,nat,intp,ted_45973,document,comet-da,-0.330379456281662,one_seq
947,NAIST,high,nat,intp,ted_46528,document,comet-da,0.1592361032962799,one_seq
948,NAIST,high,nat,intp,ted_49440,document,comet-da,-0.4230472147464752,one_seq
949,NAIST,high,nat,intp,ted_50853,document,comet-da,0.06106208264827728,one_seq
950,NAIST,high,nat,intp,ted_51101,document,comet-da,-0.19862017035484314,one_seq
951,NAIST,high,nat,intp,ted_52268,document,comet-da,-0.041345302015542984,one_seq
952,NAIST,high,nat,intp,ted_54706,document,comet-da,-0.9730784296989441,one_seq
953,NAIST,high,nat,intp,ted_55061,document,comet-da,-0.20522351562976837,one_seq
954,NAIST,high,nat,intp,ted_56901,document,comet-da,-0.2807178497314453,one_seq
955,NAIST,high,nat,intp,ted_57418,document,comet-da,0.16688649356365204,one_seq
956,NAIST,high,nat,intp,ted_60872,document,comet-da,0.16736488044261932,one_seq
957,NAIST,high,nat,intp,ted_62628,document,comet-da,0.059607915580272675,one_seq
958,NAIST,high,nat,intp,ted_63920,document,comet-da,-0.04599929228425026,one_seq
959,FBK,high,nat,ref+intp,ted_37498,document,bertscore.f1,0.807849,one_seq
960,FBK,high,nat,ref+intp,ted_39331,document,bertscore.f1,0.860858,one_seq
961,FBK,high,nat,ref+intp,ted_42604,document,bertscore.f1,0.861503,one_seq
962,FBK,high,nat,ref+intp,ted_45614,document,bertscore.f1,0.79753,one_seq
963,FBK,high,nat,ref+intp,ted_45973,document,bertscore.f1,0.818422,one_seq
964,FBK,high,nat,ref+intp,ted_46528,document,bertscore.f1,0.853791,one_seq
965,FBK,high,nat,ref+intp,ted_49440,document,bertscore.f1,0.810277,one_seq
966,FBK,high,nat,ref+intp,ted_50853,document,bertscore.f1,0.828216,one_seq
967,FBK,high,nat,ref+intp,ted_51101,document,bertscore.f1,0.859088,one_seq
968,FBK,high,nat,ref+intp,ted_52268,document,bertscore.f1,0.87552,one_seq
969,FBK,high,nat,ref+intp,ted_54706,document,bertscore.f1,0.789457,one_seq
970,FBK,high,nat,ref+intp,ted_55061,document,bertscore.f1,0.867634,one_seq
971,FBK,high,nat,ref+intp,ted_56901,document,bertscore.f1,0.794875,one_seq
972,FBK,high,nat,ref+intp,ted_57418,document,bertscore.f1,0.881516,one_seq
973,FBK,high,nat,ref+intp,ted_60872,document,bertscore.f1,0.791803,one_seq
974,FBK,high,nat,ref+intp,ted_62628,document,bertscore.f1,0.806829,one_seq
975,FBK,high,nat,ref+intp,ted_63920,document,bertscore.f1,0.823388,one_seq
976,CUNI-KIT,low,nonn,ref+intp,03_botel-proti-proudu,document,bertscore.f1,0.766002,one_seq
977,CUNI-KIT,low,nonn,ref+intp,04_g-t,document,bertscore.f1,0.794934,one_seq
978,CUNI-KIT,low,nonn,ref+intp,05_i-dodge,document,bertscore.f1,0.76478,one_seq
979,CUNI-KIT,low,nonn,ref+intp,06_masaze-petr-klic,document,bertscore.f1,0.752054,one_seq
980,CUNI-KIT,low,nonn,ref+intp,07_bucherinsel-west,document,bertscore.f1,0.832137,one_seq
981,CUNI-KIT,low,nonn,ref+intp,08_jizeran,document,bertscore.f1,0.793931,one_seq
982,CUNI-KIT,low,nonn,ref+intp,09_il-gabbiano,document,bertscore.f1,0.757623,one_seq
983,CUNI-KIT,low,nonn,ref+intp,10_magic-travel,document,bertscore.f1,0.807406,one_seq
984,CUNI-KIT,low,nonn,ref+intp,11_trefa,document,bertscore.f1,0.78011,one_seq
985,CUNI-KIT,low,nonn,ref+intp,12_fictionalcine,document,bertscore.f1,0.761382,one_seq
986,CUNI-KIT,low,nonn,ref+intp,13_don-bosco-barcelona,document,bertscore.f1,0.758918,one_seq
987,CUNI-KIT,low,nonn,ref+intp,14_llibres-i-revistes-edb,document,bertscore.f1,0.762256,one_seq
988,CUNI-KIT,low,nonn,ref+intp,15_brnkni,document,bertscore.f1,0.764334,one_seq
989,CUNI-KIT,low,nonn,ref+intp,16_develop-most,document,bertscore.f1,0.791693,one_seq
990,CUNI-KIT,low,nonn,ref+intp,17_tf-smart-team,document,bertscore.f1,0.825406,one_seq
991,CUNI-KIT,low,nonn,ref+intp,18_tf-magic-world,document,bertscore.f1,0.760246,one_seq
992,CUNI-KIT,low,nonn,ref+intp,19_be-beauty,document,bertscore.f1,0.708043,one_seq
993,CUNI-KIT,low,nonn,ref+intp,20_mela-e-piu,document,bertscore.f1,0.701381,one_seq
994,CUNI-KIT,low,nonn,ref+intp,21_hat-cap,document,bertscore.f1,0.784109,one_seq
995,CUNI-KIT,low,nonn,ref+intp,22_new-design-world,document,bertscore.f1,0.786806,one_seq
996,CUNI-KIT,low,nonn,ref+intp,23_pillowdream,document,bertscore.f1,0.779179,one_seq
997,CUNI-KIT,low,nonn,ref+intp,24_mole-g-p-technologies,document,bertscore.f1,0.775144,one_seq
998,CUNI-KIT,low,nonn,ref+intp,25_folkstyle,document,bertscore.f1,0.802711,one_seq
999,CUNI-KIT,low,nonn,ref+intp,26_tabacco-shop,document,bertscore.f1,0.768697,one_seq
1000,CUNI-KIT,low,nonn,ref+intp,27_f-e-international-tour,document,bertscore.f1,0.740865,one_seq
1001,CUNI-KIT,low,nonn,ref+intp,28_samanka,document,bertscore.f1,0.801912,one_seq
1002,CUNI-KIT,low,nonn,ref+intp,29_salon-n-g,document,bertscore.f1,0.810153,one_seq
1003,CUNI-KIT,low,nonn,ref+intp,30_appolonas,document,bertscore.f1,0.844278,one_seq
1004,CUNI-KIT,low,nonn,ref+intp,31_devil-chocolate,document,bertscore.f1,0.85549,one_seq
1005,CUNI-KIT,low,nonn,ref+intp,32_ck-remoa,document,bertscore.f1,0.774164,one_seq
1006,CUNI-KIT,low,nonn,ref+intp,33_logistic-servis,document,bertscore.f1,0.751021,one_seq
1007,CUNI-KIT,low,nonn,ref+intp,34_kol_action_accessoires,document,bertscore.f1,0.773429,one_seq
1008,CUNI-KIT,low,nonn,ref+intp,35_f-e-time-travel-agency,document,bertscore.f1,0.779098,one_seq
1009,CUNI-KIT,low,nonn,ref+intp,36_step-house,document,bertscore.f1,0.809913,one_seq
1010,CUNI-KIT,low,nonn,ref+intp,37_caspowalk,document,bertscore.f1,0.730763,one_seq
1011,CUNI-KIT,low,nonn,ref+intp,38_seta,document,bertscore.f1,0.801877,one_seq
1012,CUNI-KIT,low,nonn,ref+intp,39_total-regal,document,bertscore.f1,0.784147,one_seq
1013,CUNI-KIT,low,nonn,ref+intp,austrian,document,bertscore.f1,0.846005,one_seq
1014,CUNI-KIT,low,nonn,ref+intp,belgian,document,bertscore.f1,0.768133,one_seq
1015,CUNI-KIT,low,nonn,ref+intp,dutch,document,bertscore.f1,0.792666,one_seq
1016,CUNI-KIT,low,nonn,ref+intp,polish,document,bertscore.f1,0.777899,one_seq
1017,CUNI-KIT,low,nonn,ref+intp,romanian,document,bertscore.f1,0.816084,one_seq
1018,CUNI-KIT,low,nonn,ref+intp,spanish,document,bertscore.f1,0.794293,one_seq
1019,FBK,medium,nonn,intp,03_botel-proti-proudu,document,comet-da,-1.135122299194336,one_seq
1020,FBK,medium,nonn,intp,04_g-t,document,comet-da,-0.25436660647392273,one_seq
1021,FBK,medium,nonn,intp,05_i-dodge,document,comet-da,-1.128350853919983,one_seq
1022,FBK,medium,nonn,intp,06_masaze-petr-klic,document,comet-da,-0.7374253869056702,one_seq
1023,FBK,medium,nonn,intp,07_bucherinsel-west,document,comet-da,-1.2100574970245361,one_seq
1024,FBK,medium,nonn,intp,08_jizeran,document,comet-da,-0.27798664569854736,one_seq
1025,FBK,medium,nonn,intp,09_il-gabbiano,document,comet-da,-1.136641263961792,one_seq
1026,FBK,medium,nonn,intp,10_magic-travel,document,comet-da,-0.8936494588851929,one_seq
1027,FBK,medium,nonn,intp,11_trefa,document,comet-da,-0.832084059715271,one_seq
1028,FBK,medium,nonn,intp,12_fictionalcine,document,comet-da,-2.295006513595581,one_seq
1029,FBK,medium,nonn,intp,13_don-bosco-barcelona,document,comet-da,-0.9367017149925232,one_seq
1030,FBK,medium,nonn,intp,14_llibres-i-revistes-edb,document,comet-da,-1.1275691986083984,one_seq
1031,FBK,medium,nonn,intp,15_brnkni,document,comet-da,-1.0963889360427856,one_seq
1032,FBK,medium,nonn,intp,16_develop-most,document,comet-da,-0.3128277063369751,one_seq
1033,FBK,medium,nonn,intp,17_tf-smart-team,document,comet-da,-0.46883103251457214,one_seq
1034,FBK,medium,nonn,intp,18_tf-magic-world,document,comet-da,-1.0250351428985596,one_seq
1035,FBK,medium,nonn,intp,19_be-beauty,document,comet-da,-0.9278400540351868,one_seq
1036,FBK,medium,nonn,intp,20_mela-e-piu,document,comet-da,-1.583707332611084,one_seq
1037,FBK,medium,nonn,intp,21_hat-cap,document,comet-da,-1.1126563549041748,one_seq
1038,FBK,medium,nonn,intp,22_new-design-world,document,comet-da,-0.4622376561164856,one_seq
1039,FBK,medium,nonn,intp,23_pillowdream,document,comet-da,-0.9841625094413757,one_seq
1040,FBK,medium,nonn,intp,24_mole-g-p-technologies,document,comet-da,-0.4906502068042755,one_seq
1041,FBK,medium,nonn,intp,25_folkstyle,document,comet-da,0.011665048077702522,one_seq
1042,FBK,medium,nonn,intp,26_tabacco-shop,document,comet-da,-0.40169623494148254,one_seq
1043,FBK,medium,nonn,intp,27_f-e-international-tour,document,comet-da,-1.1545002460479736,one_seq
1044,FBK,medium,nonn,intp,28_samanka,document,comet-da,-0.46202754974365234,one_seq
1045,FBK,medium,nonn,intp,29_salon-n-g,document,comet-da,-0.4624830484390259,one_seq
1046,FBK,medium,nonn,intp,30_appolonas,document,comet-da,-0.9694542288780212,one_seq
1047,FBK,medium,nonn,intp,31_devil-chocolate,document,comet-da,-0.9430769085884094,one_seq
1048,FBK,medium,nonn,intp,32_ck-remoa,document,comet-da,-0.6299218535423279,one_seq
1049,FBK,medium,nonn,intp,33_logistic-servis,document,comet-da,-1.4691364765167236,one_seq
1050,FBK,medium,nonn,intp,34_kol_action_accessoires,document,comet-da,-0.9323539137840271,one_seq
1051,FBK,medium,nonn,intp,35_f-e-time-travel-agency,document,comet-da,-0.3196672797203064,one_seq
1052,FBK,medium,nonn,intp,36_step-house,document,comet-da,-0.4542531669139862,one_seq
1053,FBK,medium,nonn,intp,37_caspowalk,document,comet-da,-0.6647639870643616,one_seq
1054,FBK,medium,nonn,intp,38_seta,document,comet-da,-0.6701127886772156,one_seq
1055,FBK,medium,nonn,intp,39_total-regal,document,comet-da,-0.9899163246154785,one_seq
1056,FBK,medium,nonn,intp,austrian,document,comet-da,0.4664939045906067,one_seq
1057,FBK,medium,nonn,intp,belgian,document,comet-da,-0.7329477667808533,one_seq
1058,FBK,medium,nonn,intp,dutch,document,comet-da,0.2591562271118164,one_seq
1059,FBK,medium,nonn,intp,polish,document,comet-da,-0.09912266582250595,one_seq
1060,FBK,medium,nonn,intp,romanian,document,comet-da,-0.3852289915084839,one_seq
1061,FBK,medium,nonn,intp,spanish,document,comet-da,-0.4409511089324951,one_seq
1062,UPV,high,nat,intp,ted_37498,document,bertscore.f1,0.780954,one_seq
1063,UPV,high,nat,intp,ted_39331,document,bertscore.f1,0.783421,one_seq
1064,UPV,high,nat,intp,ted_42604,document,bertscore.f1,0.773931,one_seq
1065,UPV,high,nat,intp,ted_45614,document,bertscore.f1,0.797699,one_seq
1066,UPV,high,nat,intp,ted_45973,document,bertscore.f1,0.782392,one_seq
1067,UPV,high,nat,intp,ted_46528,document,bertscore.f1,0.767135,one_seq
1068,UPV,high,nat,intp,ted_49440,document,bertscore.f1,0.764098,one_seq
1069,UPV,high,nat,intp,ted_50853,document,bertscore.f1,0.759366,one_seq
1070,UPV,high,nat,intp,ted_51101,document,bertscore.f1,0.780192,one_seq
1071,UPV,high,nat,intp,ted_52268,document,bertscore.f1,0.809975,one_seq
1072,UPV,high,nat,intp,ted_54706,document,bertscore.f1,0.745984,one_seq
1073,UPV,high,nat,intp,ted_55061,document,bertscore.f1,0.786319,one_seq
1074,UPV,high,nat,intp,ted_56901,document,bertscore.f1,0.754863,one_seq
